timestamp,profit,running_total
2025-04-16T22:20:10.162Z,SOL,0.050499999999999545,10
2025-04-16T22:20:25.251Z,SOL,0.050499999999999545,10
2025-04-16T22:20:40.135Z,SOL,0.050499999999999545,10
2025-04-16T22:20:54.893Z,USDC,0.0005049999999999916,0.1
2025-04-16T22:21:54.897Z,USDC,0.000004347826086956467,0.1
2025-04-16T22:22:54.909Z,USDC,0.000004347826086956467,0.1
